101;PKB
102;GERINDRA
103;PDIP
104;GOLKAR
105;NASDEM
106;GARUDA
107;BERKARYA
108;PKS
109;PERINDO
110;PPP
111;PSI
112;PAN
113;HANURA
114;DEMOKRAT
115;PBB
116;PKPI
118;SIRA
